user_id,session_duration_mean,session_duration_std,session_duration_min,session_duration_max,session_duration_sum,screens_viewed_mean,screens_viewed_sum,screens_viewed_max,screens_viewed_std,app_opens_mean,app_opens_sum,app_opens_max,app_opens_std,retention_rate_mean,retention_rate_min,retention_rate_max,retention_rate_std,daily_active_users_mean,daily_active_users_std,churned,total_active_days,device_type,user_acquisition_channel,user_segment,churn_probability,risk_level
user_013ec897,30.799999999999997,15.146554393656665,5.15,58.98,646.8,16.80952380952381,353,33,8.576823698893708,1.0,21,1,0.0,24.469047619047622,20.25,31.03,3.665353877542936,2385.7619047619046,326.88253314637427,1,21,Android,paid_search,regular_users,1.0,High Risk
user_0137a201,131.8077358490566,51.461851652892044,18.19,277.8,6985.8099999999995,68.79245283018868,3646,141,26.302499508723233,1.0,53,1,0.0,24.864716981132073,20.25,31.09,3.290353385144092,2426.4528301886794,313.62830560772807,1,53,iOS,unknown,power_users,1.0,High Risk
user_013408e9,2.99,0.0,2.99,2.99,2.99,5.0,5,5,0.0,1.0,1,1,0.0,20.25,20.25,20.25,0.0,2025.0,0.0,1,1,Android,organic,churned_users,1.0,High Risk
user_01294a3b,32.614615384615384,16.25406698613438,13.15,68.63,423.99,18.153846153846153,236,34,8.16339547253627,1.0,13,1,0.0,25.307692307692307,21.33,30.75,3.5569513019020333,2485.5384615384614,341.28375666606604,1,13,Android,organic,regular_users,1.0,High Risk
user_011155ea,5.668,2.206426975904709,1.92,7.56,28.34,3.8,19,6,1.9235384061671343,1.0,5,1,0.0,22.182,20.93,22.96,0.8208044834185553,2188.6,86.21368800834351,1,5,Android,referral,casual_users,1.0,High Risk
user_00f91ad3,7.694,4.556546450499058,1.65,17.630000000000003,76.94,5.1,51,12,2.9981475762358474,1.0,10,1,0.0,23.702,20.25,29.86,3.3005312703664313,2310.3,296.5513071591117,1,10,iOS,organic,casual_users,1.0,High Risk
user_00f74282,135.65129927074167,67.21688658082586,35.94,381.78118249780033,3255.6311824978,72.375,1737,264,46.356663139092575,1.0,24,1,0.0,25.767083333333332,20.45,31.03,3.5858798922230064,2532.0416666666665,332.3487533308644,1,24,iOS,organic,power_users,1.0,High Risk
user_00f26f50,140.93764705882353,53.61098949019357,54.39,245.23,2395.94,73.6470588235294,1252,128,27.515770878876417,1.0,17,1,0.0,23.423529411764704,20.63,29.75,2.2318852490004684,2298.8823529411766,216.74059447670996,1,17,iOS,direct,power_users,1.0,High Risk
user_00cc1067,6.836,2.69527920631611,2.57,9.59,34.18,5.0,25,7,2.0,1.0,5,1,0.0,25.052,21.33,29.86,4.272542568541592,2461.0,367.7526342529718,1,5,Android,paid_search,casual_users,1.0,High Risk
user_00bc0e14,147.8313479986986,116.64500128268202,35.22,701.8090919622589,4287.109091962259,72.96551724137932,2116,244,41.237537302300446,1.0,29,1,0.0,24.559655172413795,20.45,31.03,3.320113469186838,2416.0344827586205,301.5287812321239,1,29,Android,paid_social,power_users,1.0,High Risk
user_01b7e132,33.99818181818182,16.595868285686176,6.18,69.80000000000001,747.96,17.727272727272727,390,35,7.971268753537641,1.0,22,1,0.0,25.00181818181818,20.25,31.09,3.7388025029204397,2440.6363636363635,352.76480029759824,1,22,Android,paid_social,regular_users,1.0,High Risk
user_01b04a29,32.041739130434784,12.112661164017933,8.31,57.43,736.96,17.17391304347826,395,30,6.945581812876988,1.0,23,1,0.0,24.476956521739133,20.25,29.86,2.9931914174773517,2412.086956521739,300.4567603202404,1,23,iOS,referral,regular_users,1.0,High Risk
user_0199e873,30.36304347826087,17.53363221064089,9.52,73.81,698.35,16.52173913043478,380,43,9.829776494348879,1.0,23,1,0.0,25.582608695652173,20.93,30.83,3.4504324068827086,2523.9565217391305,324.0516903577505,1,23,Android,app_store,regular_users,1.0,High Risk
user_0198715d,31.18285714285714,13.159070020693857,14.16,52.06,218.28,16.571428571428573,116,27,6.604471789556498,1.0,7,1,0.0,23.907142857142855,21.72,29.43,2.5357688793586473,2333.5714285714284,252.65184024849762,1,7,Android,app_store,regular_users,1.0,High Risk
user_0191995a,35.49041666666667,18.298730884756832,6.09,80.4,851.77,19.708333333333332,473,42,10.075709778285194,1.0,24,1,0.0,25.81958333333333,20.63,31.09,3.8080024195811935,2518.6666666666665,349.1482389381668,1,24,iOS,app_store,regular_users,1.0,High Risk
user_018f5dab,41.1876923076923,17.209232577237017,23.92,82.38,535.4399999999999,22.615384615384617,294,44,9.097055032064512,1.0,13,1,0.0,24.56,21.39,30.83,2.792113894525077,2392.3076923076924,261.2570205166375,1,13,Android,organic,regular_users,1.0,High Risk
user_018bdfd6,1.755,0.24748737341529145,1.58,1.93,3.51,2.0,4,3,1.4142135623730951,1.0,2,1,0.0,21.04,20.45,21.63,0.8343860018001259,2104.0,83.43860018001261,1,2,Android,paid_search,churned_users,1.0,High Risk
user_0188683a,11.528333333333334,6.218024873971905,3.64,23.97,138.34,6.833333333333333,82,18,4.448356863818233,1.0,12,1,0.0,26.083333333333332,21.33,30.83,3.250930869020674,2515.1666666666665,317.90273908092,1,12,Android,organic,casual_users,1.0,High Risk
user_01860632,34.90037037037037,19.600577401518926,8.870000000000001,89.23,942.31,19.14814814814815,517,47,10.105991001928219,1.0,27,1,0.0,24.35333333333333,20.45,31.03,3.434112806713077,2391.4814814814813,300.6433320488134,1,27,Android,paid_search,regular_users,1.0,High Risk
user_01828fd1,11.005555555555555,5.291748555796825,4.13,18.67,99.05,7.222222222222222,65,17,4.493822920904254,1.0,9,1,0.0,25.41888888888889,22.45,30.75,3.0397633314307733,2449.1111111111113,321.7652266965949,1,9,Android,unknown,casual_users,1.0,High Risk
user_015f645c,35.55083333333334,16.659862183434,5.82,74.85,853.22,18.833333333333332,452,39,8.835042219168663,1.0,24,1,0.0,24.96666666666667,20.45,31.03,3.5704824502490173,2430.1666666666665,322.3729499207086,1,24,Android,direct,regular_users,1.0,High Risk
user_021fded6,6.754,3.6701198890499476,4.58,13.26,33.769999999999996,3.8,19,8,2.3874672772626644,1.0,5,1,0.0,24.642,20.45,30.75,4.428619423703059,2424.4,390.0708909929066,1,5,Android,paid_social,casual_users,1.0,High Risk
user_021b2cc0,8.758333333333333,2.2050616015582576,6.27,12.24,52.55,5.0,30,8,1.7888543819998317,1.0,6,1,0.0,24.256666666666664,21.5,30.83,3.31532602720557,2334.3333333333335,250.13409736912445,1,6,Android,paid_social,casual_users,1.0,High Risk
user_02172159,7.4409090909090905,3.580403481579847,2.29,14.29,81.85,5.090909090909091,56,9,2.467976720090587,1.0,11,1,0.0,24.979090909090907,20.63,31.09,3.798298183517072,2448.7272727272725,350.66796001605013,1,11,Android,organic,casual_users,1.0,High Risk
user_020e39c7,33.3925,17.40168598153639,6.71,75.42,400.71,18.25,219,41,10.10063004335508,1.0,12,1,0.0,24.463333333333335,21.33,31.03,3.2711947590315007,2410.75,296.52199826411777,1,12,Android,paid_social,regular_users,1.0,High Risk
user_020620fa,38.9,21.546737664899528,7.62,101.99,1011.4,20.923076923076923,544,53,12.331822499283962,1.0,26,1,0.0,24.767692307692307,20.25,30.75,3.3097471899736486,2438.423076923077,323.7185410911056,1,26,iOS,paid_search,regular_users,1.0,High Risk
user_01f7c6e4,30.60923076923077,17.011473992121182,6.65,81.39,795.84,16.307692307692307,424,48,9.43088216772633,1.0,26,1,0.0,24.27769230769231,20.45,31.09,2.902125162969107,2375.423076923077,281.3935568668086,1,26,Android,organic,regular_users,1.0,High Risk
user_01ec0daa,32.93714285714286,14.45111551689141,8.2,65.85,922.24,17.821428571428573,499,39,8.785735793839548,1.0,28,1,0.0,24.62285714285714,21.33,30.75,3.101346012612441,2426.0714285714284,305.19161298259934,1,28,Android,unknown,regular_users,1.0,High Risk
user_01ead29f,33.80538461538462,15.863885836898657,4.24,59.69,878.94,18.615384615384617,484,39,9.389683373051183,1.0,26,1,0.0,25.29269230769231,21.33,31.09,3.092149488873147,2458.653846153846,309.880356564619,1,26,Android,paid_social,regular_users,1.0,High Risk
user_01e405e1,31.52416666666667,14.385818776978182,6.21,58.7,756.58,16.833333333333332,404,32,7.816741602187085,1.0,24,1,0.0,25.082916666666666,21.33,30.83,3.3880217123254095,2447.125,339.6009566868279,1,24,Android,paid_social,regular_users,1.0,High Risk
user_01dbfa85,32.01352941176471,18.1649222201667,7.31,64.67,544.23,18.352941176470587,312,42,11.163227448136293,1.0,17,1,0.0,24.57764705882353,20.93,29.71,2.929787811027799,2455.4117647058824,294.484095246146,1,17,iOS,app_store,regular_users,1.0,High Risk
user_01d9ffd1,1.59,0.0,1.59,1.59,1.59,2.0,2,2,0.0,1.0,1,1,0.0,21.5,21.5,21.5,0.0,2150.0,0.0,1,1,Android,direct,churned_users,1.0,High Risk
user_ff218ae6,38.73555555555556,21.48746385169217,9.89,78.63,348.62,20.88888888888889,188,38,10.264556060108546,1.0,9,1,0.0,24.634444444444444,21.49,30.15,3.543974150269409,2455.0,358.21606608302767,1,9,iOS,app_store,regular_users,1.0,High Risk
user_ff1983a6,8.0625,5.554292419896011,1.96,17.97,64.5,5.0,40,10,3.2071349029490928,1.0,8,1,0.0,25.009999999999998,21.63,31.03,3.691720466124163,2443.75,304.15397886127164,1,8,Android,paid_social,casual_users,1.0,High Risk
user_ff0f1b3f,37.18416666666666,14.440106684529933,16.3,64.8,446.21,19.916666666666668,239,37,7.75134396948899,1.0,12,1,0.0,24.98,20.93,30.75,3.416053012149868,2452.25,335.8869195536985,1,12,iOS,paid_search,regular_users,1.0,High Risk
user_ff0dfb23,38.461999999999996,15.288295336162049,9.18,62.61,576.93,21.066666666666666,316,36,8.688799577343126,1.0,15,1,0.0,25.088,21.39,30.75,3.4920894277536147,2464.9333333333334,348.9994815114173,1,15,Android,organic,regular_users,1.0,High Risk
user_ff0c7e0b,38.22259259259259,20.263157661247135,8.84,77.0,1032.01,20.48148148148148,553,41,10.725133566930065,1.0,27,1,0.0,24.839629629629627,20.63,30.83,3.062399111658753,2428.4074074074074,297.8478263061989,1,27,Android,email,regular_users,1.0,High Risk
user_ff0bf885,33.07346153846154,13.986031014496627,6.26,62.370000000000005,859.91,18.0,468,34,7.364781055808787,1.0,26,1,0.0,24.86307692307692,21.33,31.09,3.3355944228647094,2429.1923076923076,327.1466972757964,1,26,Android,paid_search,regular_users,1.0,High Risk
user_ff0773d8,40.83521739130435,15.111759078631215,11.53,66.23,939.21,22.73913043478261,523,39,9.071520827213984,1.0,23,1,0.0,24.405217391304344,20.45,30.83,3.4933584642409357,2398.8695652173915,324.1339936658949,1,23,Android,paid_social,regular_users,1.0,High Risk
user_fef62a56,141.07748453379187,96.8992509433851,34.7,714.555290781209,7194.951711223385,70.62745098039215,3602,258,38.13080685446545,1.0,51,1,0.0,24.949019607843137,20.45,31.09,3.3036865801113517,2438.705882352941,313.20761766710893,1,51,Android,email,power_users,1.0,High Risk
user_feecf79f,12.145000000000001,5.7137859602893775,4.61,17.63,72.87,8.0,48,11,2.5298221281347035,1.0,6,1,0.0,23.55666666666667,21.55,29.71,3.08191931540504,2354.5,308.30812509565817,1,6,Android,organic,casual_users,1.0,High Risk
user_fee53570,37.58375,24.41884514815484,5.08,82.39,902.01,21.0,504,45,12.528228994519951,1.0,24,1,0.0,24.9075,20.25,31.03,3.4672984722478346,2430.4583333333335,325.89461875924235,1,24,Android,paid_search,regular_users,1.0,High Risk
user_fee4ee32,25.202,7.8856237687466555,13.68,37.11,252.02,13.7,137,20,4.83160888777687,1.0,10,1,0.0,24.096,20.93,29.49,3.1916355960193483,2377.1,311.0164161440857,1,10,Android,organic,regular_users,1.0,High Risk
user_fede28f5,9.256666666666666,5.541074504702736,2.11,15.5,55.54,5.833333333333333,35,10,3.4302575219167832,1.0,6,1,0.0,24.544999999999998,21.63,30.15,3.5068376067334506,2453.3333333333335,351.1801057387315,1,6,Android,organic,casual_users,1.0,High Risk
user_fed7f0d2,25.85058823529412,18.34541784431069,4.34,79.48,439.46000000000004,13.882352941176471,236,50,11.35716928277672,1.0,17,1,0.0,24.285882352941176,20.25,30.15,3.4515541043556186,2428.176470588235,345.2807255144207,1,17,Android,app_store,regular_users,1.0,High Risk
user_0286e061,31.9595652173913,14.538739309564031,3.65,73.08,735.0699999999999,17.956521739130434,413,38,8.126713866063549,1.0,23,1,0.0,24.946521739130436,20.45,30.83,3.118664645318646,2432.304347826087,308.6812764564488,1,23,iOS,organic,regular_users,1.0,High Risk
user_0286827d,144.71830941143418,109.77488709459922,79.03,704.313881118145,4775.704210577328,69.63636363636364,2298,222,32.57186111298579,1.0,33,1,0.0,24.434242424242427,20.63,30.83,3.1549851726107905,2383.909090909091,297.5450978041358,1,33,Android,organic,power_users,1.0,High Risk
user_027f09c3,147.92659378777108,112.05535264118897,33.94,655.0093302894339,6804.6233142374695,70.52173913043478,3244,172,32.70999788065809,1.0,46,1,0.0,24.856739130434786,20.25,31.09,3.4614249181179884,2435.782608695652,319.5569789598287,1,46,Android,organic,power_users,1.0,High Risk
user_0275cf1a,26.2485,15.962457031224364,5.58,69.69,524.97,14.9,298,38,9.221827653082542,1.0,20,1,0.0,24.971,20.63,31.03,3.0860141214671617,2435.6,303.5241081207988,1,20,Android,organic,regular_users,1.0,High Risk
user_02613d53,39.14555555555555,15.922698272008985,15.24,68.98,704.62,21.555555555555557,388,38,9.140872800534725,1.0,18,1,0.0,24.23166666666667,20.45,30.15,3.1406785516359177,2394.0555555555557,313.6589515835579,1,18,iOS,organic,regular_users,1.0,High Risk
user_0259392d,35.2675,21.672409396102182,3.68,92.67,1128.56,18.96875,607,54,12.174760711697655,1.0,32,1,0.0,24.8634375,20.63,31.09,3.2055713691040095,2435.09375,311.94337362215947,1,32,iOS,paid_social,regular_users,1.0,High Risk
user_0255b0bd,8.290000000000001,4.853915008432977,1.59,18.08,99.48,5.083333333333333,61,10,3.1176428547376895,1.0,12,1,0.0,23.536666666666665,20.25,28.87,2.6652761526147666,2343.5,269.40793671240715,1,12,Android,paid_social,casual_users,1.0,High Risk
user_024249d6,12.043333333333335,5.910183302289928,5.62,22.01,72.26,7.833333333333333,47,14,4.792355023020171,1.0,6,1,0.0,25.06833333333333,21.55,30.75,3.4356799424082944,2414.0,328.85924040537463,1,6,iOS,organic,casual_users,1.0,High Risk
user_023bf3f1,55.519999999999996,28.03119639666797,20.74,93.82,444.15999999999997,31.375,251,54,15.729294780304496,1.0,8,1,0.0,24.98875,21.72,29.71,2.999592531852095,2458.375,329.30573614369797,1,8,Android,paid_social,regular_users,1.0,High Risk
user_02355d25,28.77153846153846,13.438216159091262,3.09,53.64,748.06,15.923076923076923,414,28,7.110122794568754,1.0,26,1,0.0,24.725,20.25,30.15,2.9807653379627186,2415.6923076923076,310.77706083052783,1,26,Android,organic,regular_users,1.0,High Risk
user_0234d2a5,32.75,11.588556424335174,12.12,44.9,196.5,16.666666666666668,100,24,5.750362307426086,1.0,6,1,0.0,26.058333333333334,21.72,31.09,3.4790597388758173,2517.5,352.1032519020522,1,6,iOS,paid_search,regular_users,1.0,High Risk
user_03115fec,135.62563424527195,64.8945643385232,25.0,424.03861499941365,7188.158614999414,69.58490566037736,3688,170,29.864716744696054,1.0,53,1,0.0,24.804150943396223,20.45,31.09,3.326190610409744,2425.6415094339623,314.06932688498176,1,53,iOS,app_store,power_users,1.0,High Risk
user_03061c4f,28.400000000000002,14.511638300131594,4.43,60.45,397.6,15.214285714285714,213,33,8.15407940781858,1.0,14,1,0.0,25.654285714285717,20.25,31.09,4.100541642056786,2481.4285714285716,352.220366834723,1,14,Android,email,regular_users,1.0,High Risk
user_03005006,9.133750000000001,3.9041111573021876,3.12,13.88,73.07000000000001,4.75,38,8,2.187627547301936,1.0,8,1,0.0,24.98,21.5,29.75,3.3376082111938445,2464.0,340.63092720924294,1,8,Android,organic,casual_users,1.0,High Risk
user_02ea6ec7,38.52,16.70691083250334,9.81,75.30000000000001,924.48,20.0,480,39,9.226615564908332,1.0,24,1,0.0,24.90041666666667,20.63,31.09,3.227701402016567,2433.5,306.7463192082768,1,24,Android,organic,regular_users,1.0,High Risk
user_02e7fff5,40.412,21.584795471710073,4.51,87.7,404.12,21.6,216,45,10.668749796589207,1.0,10,1,0.0,24.902,21.96,30.83,3.1080712132553643,2427.0,287.0981249213121,1,10,iOS,organic,regular_users,1.0,High Risk
user_02dfac10,32.74409090909091,20.85985861685432,3.66,70.07,720.37,17.5,385,37,11.20267825120404,1.0,22,1,0.0,25.172272727272727,20.45,30.83,3.2673681440487523,2469.2272727272725,327.8867301252184,1,22,iOS,paid_search,regular_users,1.0,High Risk
user_02d89ca0,34.5984,17.109243525065626,6.35,73.81,864.96,18.6,465,37,9.340770846134703,1.0,25,1,0.0,24.415599999999998,20.25,31.03,3.5564730656461707,2393.48,309.24412147471236,1,25,Android,paid_social,regular_users,1.0,High Risk
user_02cc8614,33.053333333333335,17.414486454143244,7.12,64.71000000000001,892.44,17.814814814814813,481,35,9.182077178424352,1.0,27,1,0.0,24.29407407407407,20.25,31.03,3.269655662015215,2367.6296296296296,299.6703506994296,1,27,Android,paid_search,regular_users,1.0,High Risk
user_02ae7035,8.873000000000001,4.349891569529828,1.09,13.39,88.73,5.4,54,12,2.7968235951204043,1.0,10,1,0.0,24.423,21.72,31.03,3.1314677070025816,2363.5,274.7808217470791,1,10,Android,app_store,casual_users,1.0,High Risk
user_02a1e746,7.912000000000001,5.919237281947734,1.34,15.9,39.56,5.4,27,10,3.9115214431215892,1.0,5,1,0.0,24.637999999999998,20.93,29.71,3.85005454506816,2453.0,390.4510212561878,1,5,iOS,paid_search,casual_users,1.0,High Risk
user_02a0cdfb,128.00965357840911,53.59788782909557,21.8,249.11,4992.376489557955,65.53846153846153,2556,134,26.635795220802667,1.0,39,1,0.0,25.24153846153846,20.25,31.09,3.507971027352556,2471.5128205128203,328.7904365201313,1,39,iOS,direct,power_users,1.0,High Risk
user_029c50dd,10.725555555555555,7.328434538001808,2.79,26.61,96.53,7.0,63,15,4.8476798574163285,1.0,9,1,0.0,24.25111111111111,20.93,29.43,3.269045902264315,2395.4444444444443,328.1985340884048,1,9,iOS,paid_search,casual_users,1.0,High Risk
user_02922d50,163.29392027629086,167.17673741205107,59.21000000000001,966.0153002952732,8001.402093538252,74.44897959183673,3648,246,42.08179595763954,1.0,49,1,0.0,24.544897959183675,20.25,31.09,3.324063854712193,2404.8571428571427,314.5147717781579,1,49,iOS,paid_social,power_users,1.0,High Risk
user_02871cfb,31.860571428571426,24.469518967225223,4.28,116.55,1115.12,17.6,616,60,12.815890871239867,1.0,35,1,0.0,25.307714285714287,20.45,31.09,3.4331387505710094,2467.8,330.7794538039259,1,35,Android,paid_social,regular_users,1.0,High Risk
user_0393fb2b,37.86727272727273,22.6148270348942,16.51,77.35,416.53999999999996,21.09090909090909,232,40,11.24681773173679,1.0,11,1,0.0,24.315454545454546,21.55,29.71,3.060955287606677,2401.090909090909,311.33405035281777,1,11,Android,organic,regular_users,1.0,High Risk
user_03921474,31.713043478260868,19.008858086974897,5.38,68.95,729.4,16.869565217391305,388,38,10.082858306083319,1.0,23,1,0.0,24.221304347826088,20.25,30.15,3.2448691027637997,2409.1739130434785,324.9055320290545,1,23,Android,organic,regular_users,1.0,High Risk
user_038cacd5,41.54600000000001,22.29254257113159,3.82,68.53999999999999,623.19,23.6,354,40,12.517416438135879,1.0,15,1,0.0,25.12,21.33,31.09,3.583386267604589,2436.9333333333334,326.07962801978886,1,15,Android,referral,regular_users,1.0,High Risk
user_0385dc02,130.57113691916803,68.28535897948618,33.370000000000005,366.7900244433935,5745.130024443393,68.95454545454545,3034,246,40.61100466362022,1.0,44,1,0.0,24.48159090909091,20.25,31.09,3.218386092136083,2402.6136363636365,309.7955226536316,1,44,Android,organic,power_users,1.0,High Risk
user_0382dcb9,33.375882352941176,13.674125684492376,12.08,70.17,567.39,18.41176470588235,313,42,8.147536617970887,1.0,17,1,0.0,23.992941176470588,20.25,29.75,3.0121934796462733,2367.235294117647,288.9029961361955,1,17,Android,paid_social,regular_users,1.0,High Risk
user_036cade8,26.597692307692306,13.505017680999257,12.38,47.63,345.77,14.846153846153847,193,30,7.6794764778830436,1.0,13,1,0.0,24.66,20.25,29.71,3.0327160544084357,2451.6923076923076,311.4360246276873,1,13,Android,app_store,regular_users,1.0,High Risk
user_03689190,34.375,16.858297872052713,5.19,77.55,756.25,18.0,396,43,9.113046639166237,1.0,22,1,0.0,24.55090909090909,20.63,30.15,3.4223048611674796,2444.181818181818,339.0649096957882,1,22,Android,organic,regular_users,1.0,High Risk
user_03528d5c,32.277,11.16807908846977,18.14,58.39,645.54,17.3,346,31,6.105217785675325,1.0,20,1,0.0,25.6245,21.39,31.09,3.4719226813486435,2502.0,331.24803872309155,1,20,Android,organic,regular_users,1.0,High Risk
user_033642bf,36.192,15.554139353705263,3.68,69.07,1085.76,19.6,588,39,8.628741067722052,1.0,30,1,0.0,25.258,20.93,31.09,3.2669403591655644,2471.7,317.32286940634435,1,30,iOS,organic,regular_users,1.0,High Risk
user_032a7993,127.57113782425374,67.67490807553568,31.78,338.5329969033584,3699.5629969033585,66.44827586206897,1927,171,34.7836026710622,1.0,29,1,0.0,25.115172413793104,20.25,31.09,3.3623850173539176,2447.1724137931033,323.0534087826785,1,29,iOS,paid_search,power_users,1.0,High Risk
user_03249bcb,35.67388888888889,17.532625433036646,4.59,62.870000000000005,642.13,19.555555555555557,352,37,9.805294021582075,1.0,18,1,0.0,24.637777777777778,21.49,30.15,3.0606718900105334,2432.6666666666665,320.1315905906783,1,18,Android,app_store,regular_users,1.0,High Risk
user_0312d489,33.355,18.020607239882835,4.31,74.98,600.39,18.055555555555557,325,43,9.931958057184556,1.0,18,1,0.0,23.86388888888889,20.63,30.15,3.2695567947333375,2386.3888888888887,326.95567947333365,1,18,Android,organic,regular_users,1.0,High Risk
user_fed7c409,37.35764705882353,16.249819818005584,12.24,70.11,635.08,19.41176470588235,330,36,8.631764184752528,1.0,17,1,0.0,25.061176470588236,20.63,31.03,3.710798233454867,2431.823529411765,329.6616134944509,1,17,iOS,email,regular_users,1.0,High Risk
