user_id,churn_probability,risk_level
user_023bf3f1,1.0,High Risk
user_023db8d6,0.0004437599431337372,Low Risk
user_024249d6,1.0,High Risk
user_0255b0bd,1.0,High Risk
user_0259392d,1.0,High Risk
user_025edf44,0.9942303605002861,High Risk
user_02613d53,1.0,High Risk
user_0271bd4f,0.9953983570217759,High Risk
user_0275cf1a,1.0,High Risk
user_027f09c3,1.0,High Risk
user_0286827d,1.0,High Risk
user_0286e061,1.0,High Risk
user_02871cfb,1.0,High Risk
user_02922d50,1.0,High Risk
user_0294303c,0.9931020328381548,High Risk
user_029c50dd,1.0,High Risk
user_02a0cdfb,1.0,High Risk
user_02a1e746,1.0,High Risk
user_02ae7035,1.0,High Risk
user_02c36cbc,0.9917320436441528,High Risk
user_02c4a413,0.03993086662888519,Low Risk
user_02cc8614,1.0,High Risk
user_02d89ca0,1.0,High Risk
user_02dfac10,1.0,High Risk
user_02e7fff5,1.0,High Risk
user_02ea6ec7,1.0,High Risk
user_03005006,1.0,High Risk
user_0302d87c,0.0009554318209118524,Low Risk
user_03061c4f,1.0,High Risk
user_03115fec,1.0,High Risk
user_0312d489,1.0,High Risk
user_0315ab6b,0.9914963855421687,High Risk
user_03249bcb,1.0,High Risk
user_032a7993,1.0,High Risk
user_033642bf,1.0,High Risk
user_03528d5c,1.0,High Risk
user_0362f964,0.982658416428903,High Risk
user_03689190,1.0,High Risk
user_036cade8,1.0,High Risk
user_03732911,0.9902558781234846,High Risk
user_0379129e,0.9713733079015424,High Risk
user_0382dcb9,1.0,High Risk
user_0385dc02,1.0,High Risk
user_038cacd5,1.0,High Risk
user_03921474,1.0,High Risk
user_0393fb2b,1.0,High Risk
user_03a6bf09,1.0,High Risk
user_03ade585,1.0,High Risk
user_03c5b56e,1.0,High Risk
user_03cfbc7e,0.9866820881352396,High Risk
user_03d2b84d,1.0,High Risk
user_03e82b4b,1.0,High Risk
user_04050cfa,1.0,High Risk
user_04183c20,1.0,High Risk
user_041bf305,0.9904450467792693,High Risk
user_0421e0aa,1.0,High Risk
user_04243842,0.99,High Risk
user_042bef09,0.9833856332362113,High Risk
user_043022a0,1.0,High Risk
user_0445601d,1.0,High Risk
user_04485bae,0.9988824321114717,High Risk
user_044b9300,1.0,High Risk
user_045216b6,0.9807259647224824,High Risk
user_0465d608,0.0011235367354530288,Low Risk
user_046d5935,1.0,High Risk
user_046f20f6,1.0,High Risk
user_0474ac59,1.0,High Risk
user_047bc74b,1.0,High Risk
user_04846e8e,1.0,High Risk
user_04893949,1.0,High Risk
user_048c65ba,1.0,High Risk
user_049697d8,0.9902558781234846,High Risk
user_049b7a3a,1.0,High Risk
user_04a856e3,0.9875020928485063,High Risk
user_04ae7448,1.0,High Risk
user_04c5aa2e,1.0,High Risk
user_04cb920a,1.0,High Risk
user_04d2d503,1.0,High Risk
user_04d649a6,1.0,High Risk
user_04d745d2,1.0,High Risk
user_04d80541,0.996129633691599,High Risk
user_04d947e9,1.0,High Risk
user_04dbca59,1.0,High Risk
user_04e9d512,0.0002142928447042381,Low Risk
user_04efb298,1.0,High Risk
user_04f12729,1.0,High Risk
user_0508ddcb,0.0002142928447042381,Low Risk
user_05169dd1,1.0,High Risk
user_0519faa4,1.0,High Risk
user_051c37b7,1.0,High Risk
user_0522cee4,1.0,High Risk
user_0532f37b,0.0,
user_0554e054,1.0,High Risk
user_055d415e,0.0012380353051070856,Low Risk
user_056fb3e0,1.0,High Risk
user_0574d72c,0.9988824321114717,High Risk
user_0578c8be,1.0,High Risk
user_058e2c29,1.0,High Risk
user_058ecc1f,0.0003716214549967081,Low Risk
user_0596fec1,1.0,High Risk
user_059801d5,1.0,High Risk
user_05983c7d,0.0023926085418691564,Low Risk
user_05a712d7,1.0,High Risk
user_05aa96f1,1.0,High Risk
user_05b5c544,1.0,High Risk
user_05bbfec4,1.0,High Risk
user_05c428f6,1.0,High Risk
user_05cbbd38,1.0,High Risk
user_05d45d46,1.0,High Risk
user_05d691c2,1.0,High Risk
user_05db15a9,0.9960397261811244,High Risk
user_05de8759,1.0,High Risk
user_05e27720,1.0,High Risk
user_05e2b3f2,1.0,High Risk
user_05f3ba2f,0.9750913066651105,High Risk
user_06031ec1,1.0,High Risk
user_0610cf16,1.0,High Risk
user_0610f3b6,1.0,High Risk
user_0613b165,0.9723022839069952,High Risk
user_06173a5d,1.0,High Risk
user_061dae24,3.2481287953678855e-05,Low Risk
user_061e60b1,1.0,High Risk
user_06225df5,1.0,High Risk
user_062919a9,1.0,High Risk
user_062eb17c,1.0,High Risk
user_062fec4d,1.0,High Risk
user_0637f452,1.0,High Risk
user_063887c1,1.0,High Risk
user_063fdda6,1.0,High Risk
user_06411f1c,1.0,High Risk
user_06420564,1.0,High Risk
user_0646e159,1.0,High Risk
user_064c4c63,1.0,High Risk
user_064fcbbb,0.974090736817357,High Risk
user_0664b1a8,0.996129633691599,High Risk
user_0670d10f,0.9988824321114717,High Risk
user_067509d0,1.0,High Risk
user_06752987,1.0,High Risk
user_06876c5a,1.0,High Risk
user_069aba5a,0.971372775307294,High Risk
user_069e6ddc,0.9988824321114717,High Risk
user_06ab086c,1.0,High Risk
user_06af6fac,1.0,High Risk
user_06b3fc6c,1.0,High Risk
user_06b57f41,0.9914963855421687,High Risk
user_06b89e2e,1.0,High Risk
user_06bd42cf,1.0,High Risk
user_06bf024d,1.0,High Risk
user_06c083cf,1.0,High Risk
user_06c53c78,1.0,High Risk
user_06c55334,1.0,High Risk
user_06d31101,1.0,High Risk
user_06daa369,1.0,High Risk
user_06dda865,0.940332041259188,High Risk
user_06df64d3,1.0,High Risk
user_06e31575,1.0,High Risk
user_06e680c3,1.0,High Risk
user_06ec9963,1.0,High Risk
user_06f06d67,1.0,High Risk
user_06fe41fa,1.0,High Risk
user_06ffaf01,1.0,High Risk
user_070203d4,1.0,High Risk
user_07126268,1.0,High Risk
user_071720a5,1.0,High Risk
user_07264e25,1.0,High Risk
user_07288ee6,1.0,High Risk
user_072985a8,1.0,High Risk
user_072ee390,1.0,High Risk
user_073364bc,1.0,High Risk
user_073d3192,0.993697088765851,High Risk
user_073ee395,0.9902088430398264,High Risk
user_074723b2,0.9941310493929819,High Risk
user_0753432d,1.0,High Risk
user_0756e890,1.0,High Risk
user_07571269,1.0,High Risk
user_075daf7e,1.0,High Risk
user_07603ba5,0.9988824321114717,High Risk
user_0760a7fd,1.0,High Risk
user_076d9b67,1.0,High Risk
user_0775c10e,0.0025938555627213135,Low Risk
user_0780cffc,1.0,High Risk
user_0783fa5a,1.0,High Risk
user_07841bca,1.0,High Risk
user_0789c3ec,1.0,High Risk
user_0789f397,0.9933270303488702,High Risk
user_078acab5,1.0,High Risk
user_078d5078,0.9445885269047372,High Risk
user_0794812b,1.0,High Risk
user_079b6e59,4.864293267536129e-05,Low Risk
user_079c2993,1.0,High Risk
user_079d5380,1.0,High Risk
user_07a04ba8,1.0,High Risk
user_07abc413,1.0,High Risk
user_07aef99d,0.9709348077623088,High Risk
user_07bd4858,1.0,High Risk
user_07c81241,0.007257607708317782,Low Risk
user_07d3f461,0.9914963855421687,High Risk
user_07dd2f5f,0.0818109252112505,Low Risk
user_07e8dc5e,1.0,High Risk
user_07eb4de6,1.0,High Risk
user_07f26c4c,0.9942303605002861,High Risk
user_07f5ae6c,1.0,High Risk
user_07f61a9c,1.0,High Risk
user_07f7e57d,1.0,High Risk
user_0823e245,1.0,High Risk
user_0824d9f7,1.0,High Risk
user_0829f674,1.0,High Risk
user_082fd7c0,0.9988824321114717,High Risk
user_08329d55,1.0,High Risk
user_0837a4cb,0.9749005095231744,High Risk
user_083b6ca1,1.0,High Risk
user_083cb191,1.0,High Risk
user_084491cf,1.0,High Risk
user_08479be3,1.0,High Risk
user_085adc96,1.0,High Risk
user_0864ae28,1.0,High Risk
user_08685a2c,1.0,High Risk
user_086f7c58,0.9926032278348355,High Risk
user_086fdacc,0.9482357324927194,High Risk
user_0870deaf,0.9128811567932648,High Risk
user_0870e1f8,1.0,High Risk
user_08762551,1.0,High Risk
user_0876aaa7,1.0,High Risk
user_087e348a,1.0,High Risk
user_08829945,0.0,
user_088b63b3,0.9764847984041485,High Risk
user_089277eb,0.9911533459014327,High Risk
user_089e33f7,0.02007479771397315,Low Risk
user_08a01698,0.9287553651637406,High Risk
user_08ad5a88,1.0,High Risk
user_08b238e9,1.0,High Risk
user_08b32bf7,1.0,High Risk
user_08b756c4,1.0,High Risk
user_08bfa243,1.0,High Risk
user_08dfb9ed,1.0,High Risk
user_08e2da31,1.0,High Risk
user_08e7bfc8,1.0,High Risk
user_08eeb46b,1.0,High Risk
user_0907e5b9,1.0,High Risk
user_090adbb4,1.0,High Risk
user_09112a5f,1.0,High Risk
user_091e4164,0.9931020328381548,High Risk
user_091f9039,0.0006061170708334443,Low Risk
user_09208912,1.0,High Risk
user_0930d500,0.981263992245394,High Risk
user_09319d73,1.0,High Risk
user_09348276,0.9756465585299544,High Risk
user_09399bd8,0.9506940740555563,High Risk
user_0939d2b6,1.0,High Risk
user_0944e2e8,1.0,High Risk
user_094568b0,1.0,High Risk
user_09484ecb,1.0,High Risk
user_0950d0bb,1.0,High Risk
user_095affb8,1.0,High Risk
user_095d788a,1.0,High Risk
user_09668c0c,0.0006118648576749136,Low Risk
user_0994a039,1.0,High Risk
user_0997ac05,1.0,High Risk
user_0998f968,1.0,High Risk
user_099942ba,1.0,High Risk
user_09a527d7,1.0,High Risk
user_09adcd14,0.9926032278348355,High Risk
user_09b3f1d7,1.0,High Risk
user_09b5a569,0.9703203126894553,High Risk
user_09b9e02e,1.0,High Risk
user_09c564b2,1.0,High Risk
user_09c5acb7,1.0,High Risk
user_09cf65e5,7.079741450795774e-05,Low Risk
user_09d4fb83,0.0008905524006195147,Low Risk
user_09d83565,1.0,High Risk
user_09dce7f2,1.0,High Risk
user_09deef89,1.0,High Risk
user_09e13c7c,1.0,High Risk
user_09e6e237,1.0,High Risk
user_09e80f8f,1.0,High Risk
user_09f0e34c,1.0,High Risk
user_0a02f3bc,1.0,High Risk
user_0a053a89,1.0,High Risk
user_0a0706d7,1.0,High Risk
user_0a083ef2,0.9862960071718624,High Risk
user_0a0860c8,1.0,High Risk
user_0a0b73f4,1.0,High Risk
user_0a11a446,1.0,High Risk
user_0a14a4d9,1.0,High Risk
user_0a482428,1.0,High Risk
user_0a4a32ce,1.0,High Risk
user_0a53ab4e,1.0,High Risk
user_0a63687e,1.0,High Risk
user_0a69156a,1.0,High Risk
user_0a780e60,1.0,High Risk
user_0a81d20b,1.0,High Risk
user_0a826ee4,1.0,High Risk
user_0a9f1c48,1.0,High Risk
user_0aa00859,1.0,High Risk
user_0aa893fa,0.9613176619838548,High Risk
user_0aaecaff,1.0,High Risk
user_0abf10c6,1.0,High Risk
user_0ac4ee7a,1.0,High Risk
user_0ac864af,1.0,High Risk
user_0adc9f9a,1.0,High Risk
user_0adea421,1.0,High Risk
user_0adfba01,1.0,High Risk
user_0ae221a8,1.0,High Risk
user_0af4b39f,1.0,High Risk
user_0af5f565,1.0,High Risk
user_0afd5fee,1.0,High Risk
user_0b0aa472,1.0,High Risk
user_0b0f9227,0.09291290592700299,Low Risk
user_0b1a5f5e,1.0,High Risk
user_0b216fab,1.0,High Risk
user_0b2806c1,1.0,High Risk
user_0b2c9819,1.0,High Risk
user_0b362470,1.0,High Risk
user_0b3844b1,1.0,High Risk
user_0b3ae3b3,1.0,High Risk
user_0b3cc72b,0.943655084131224,High Risk
user_0b3d3e20,1.0,High Risk
user_0b3d583b,1.0,High Risk
user_0b440483,0.9521182771655445,High Risk
user_0b4c85ab,1.0,High Risk
user_0b50b822,0.9854074649755873,High Risk
user_0b50db36,0.010890552400619515,Low Risk
user_0b534ed4,1.0,High Risk
user_0b61446f,1.0,High Risk
user_0b67d613,0.04467012150150653,Low Risk
user_0b6bc9cb,1.0,High Risk
user_0b76605d,1.0,High Risk
user_0b7d8224,1.0,High Risk
user_0b841489,1.0,High Risk
user_0b933470,1.0,High Risk
user_0b952ec6,1.0,High Risk
user_0b9835e0,1.0,High Risk
user_0b98594a,0.9962155495978553,High Risk
user_0b989361,3.831612655427888e-05,Low Risk
user_0ba21b36,1.0,High Risk
user_0bb3eaa8,1.0,High Risk
user_0bb70fac,0.994028259582029,High Risk
user_0bba5576,0.9941310493929819,High Risk
user_0bc4c3d5,1.0,High Risk
user_0bd30a8f,1.0,High Risk
user_0bdc7aec,1.0,High Risk
user_0be36c26,0.07357016503350071,Low Risk
user_0be8645f,0.9946254960439204,High Risk
user_0be9bf1d,0.9776304537238525,High Risk
user_0becb389,0.9852013110663842,High Risk
user_0c00f594,1.0,High Risk
user_0c03486e,1.0,High Risk
user_0c04e3d6,0.996129633691599,High Risk
user_0c0d07d6,0.9739197930734949,High Risk
user_0c16020a,1.0,High Risk
user_0c17d62a,0.9930077273627897,High Risk
user_0c19a3c0,1.0,High Risk
user_0c1dec8d,1.0,High Risk
user_0c2b4528,1.0,High Risk
user_0c2d1659,1.0,High Risk
user_0c34289d,1.0,High Risk
user_0c3d44e9,0.008392839982643077,Low Risk
user_0c461306,1.0,High Risk
user_0c4bc833,1.0,High Risk
user_0c52678a,1.0,High Risk
user_0c563855,1.0,High Risk
user_0c5aac18,1.0,High Risk
user_0c69a48b,0.9988824321114717,High Risk
user_0c6c812f,1.0,High Risk
user_0c7a2f5b,1.0,High Risk
user_0c7b47cc,1.0,High Risk
user_0c84c60d,1.0,High Risk
user_0c864dd5,1.0,High Risk
user_0c8b696b,4.864293267536129e-05,Low Risk
user_0c8c7f1d,1.0,High Risk
user_0ca3c13b,0.9722566574704833,High Risk
user_0ca4b934,0.9544526005357943,High Risk
user_0ca4bd1a,1.0,High Risk
user_0cbc2333,1.0,High Risk
user_0cc9ce5a,1.0,High Risk
user_0ccf087d,1.0,High Risk
user_0cd689f5,1.0,High Risk
user_0cdccec5,0.9922677475898334,High Risk
user_0ce1ce9e,1.0,High Risk
user_0ce5f5c8,0.0007259647224823533,Low Risk
user_0cea0076,1.0,High Risk
user_0ceb8b17,0.9635800273373136,High Risk
user_0cf551b7,1.0,High Risk
user_0d0dff2e,1.0,High Risk
user_0d1ad2f1,1.0,High Risk
user_0d388fcf,1.0,High Risk
user_0d3a063e,1.0,High Risk
user_0d3a6bd9,1.0,High Risk
user_0d3ba0bd,1.0,High Risk
user_0d41bd21,1.0,High Risk
user_0d4d973e,1.0,High Risk
user_0d4f81bb,0.0002142928447042381,Low Risk
user_0d52b8d1,0.9953983570217759,High Risk
user_0d5a52e4,1.0,High Risk
user_0d5d2284,1.0,High Risk
user_0d5dfe22,1.0,High Risk
user_0d64d2e7,1.0,High Risk
user_0d6cfbdd,1.0,High Risk
user_0d7323fc,1.0,High Risk
user_0d73d522,1.0,High Risk
user_0d7e1fcd,1.0,High Risk
user_0d8a98bf,1.0,High Risk
user_0d8c98a3,0.984974943524554,High Risk
user_0d8f983d,1.0,High Risk
user_0d8ff1f3,0.9815669024992008,High Risk
user_0d908b6a,1.0,High Risk
user_0d94e7c8,1.0,High Risk
user_0d991f37,0.9549234821572989,High Risk
user_0d9b2922,1.0,High Risk
user_0d9ba1be,1.0,High Risk
user_0da7c87e,1.0,High Risk
user_0dab698f,0.9856918609994293,High Risk
user_0dc78689,1.0,High Risk
user_0dcb0677,1.0,High Risk
user_0dcc0535,0.0026018697527681505,Low Risk
user_0dcc85d1,1.0,High Risk
user_0dd48a1f,1.0,High Risk
user_0df33fec,1.0,High Risk
user_0e05fa43,1.0,High Risk
user_0e0a6155,0.0008218099292764146,Low Risk
user_0e0e3706,1.0,High Risk
user_0e139603,1.0,High Risk
user_0e13ce53,1.0,High Risk
user_0e174df3,1.0,High Risk
user_0e1ebc9e,0.9988824321114717,High Risk
user_0e242d08,1.0,High Risk
user_0e25bf72,1.0,High Risk
user_0e2991a6,1.0,High Risk
user_0e2ca4e8,1.0,High Risk
user_0e2e46ed,1.0,High Risk
user_0e2fea72,0.0004437599431337372,Low Risk
user_0e425af2,1.0,High Risk
user_0e42c863,0.06172059257629559,Low Risk
user_0e488eb8,1.0,High Risk
user_0e4cae3d,0.9846808635233835,High Risk
user_0e4eb5b2,1.0,High Risk
user_0e4eb803,1.0,High Risk
user_0e55bb94,1.0,High Risk
user_0e69d5f5,1.0,High Risk
user_0e8e087e,1.0,High Risk
user_0e94de63,1.0,High Risk
user_0eb64de7,0.8817442544800184,High Risk
user_0ec30dc6,1.0,High Risk
user_0ec89197,1.0,High Risk
user_0ed30571,1.0,High Risk
user_0ed5ff70,0.9933270303488702,High Risk
user_0ed6c3ef,0.9765452103675719,High Risk
user_0ed851de,0.9918901594742615,High Risk
user_0ee5f805,1.0,High Risk
user_0ee75bc0,1.0,High Risk
user_0ef736c7,1.0,High Risk
user_0f0087c1,0.994028259582029,High Risk
user_0f0496f7,0.0009348077623088219,Low Risk
user_0f085bac,1.0,High Risk
user_0f087528,0.9378045217165344,High Risk
user_0f0f3e0f,1.0,High Risk
user_0f10d7f8,0.9847886445642637,High Risk
user_0f14ef7a,1.0,High Risk
user_0f2239de,0.9890405977990531,High Risk
user_0f49150a,1.0,High Risk
user_0f57bdeb,1.0,High Risk
user_0f5c33e9,1.0,High Risk
user_0f5d106f,0.0017033031621017988,Low Risk
user_0f5e5658,1.0,High Risk
user_0f743c7b,1.0,High Risk
user_0f82ba69,1.0,High Risk
user_0f85bc26,1.0,High Risk
user_0f86121f,1.0,High Risk
user_0f86b33f,0.0007918156006649711,Low Risk
user_0f94c611,0.038140239162798364,Low Risk
user_0f998ddd,1.0,High Risk
user_0f9a713e,0.9239860433018382,High Risk
user_0f9e730d,1.0,High Risk
user_0faad910,1.0,High Risk
user_0fb499ee,1.0,High Risk
user_0fb5a705,0.9482710086931323,High Risk
user_0fb75531,0.023595251181880418,Low Risk
user_0fb9b47a,1.0,High Risk
user_0fbe4da9,0.9913734460120129,High Risk
user_0fc5e598,1.0,High Risk
user_0fdc53b6,1.0,High Risk
user_0fecf25d,1.0,High Risk
user_0fee6487,1.0,High Risk
user_0ff00834,0.06273628382453504,Low Risk
user_0ff99769,1.0,High Risk
user_0ffc50b3,1.0,High Risk
user_10024b7b,1.0,High Risk
user_1003f6ea,1.0,High Risk
user_10044c0f,1.0,High Risk
user_10087285,1.0,High Risk
user_10186731,1.0,High Risk
user_101f7c12,1.0,High Risk
user_10220957,0.9908905524006195,High Risk
user_10220c8e,0.9957430639324487,High Risk
user_103307db,0.9814963855421687,High Risk
user_1039c196,1.0,High Risk
user_10440e3c,1.0,High Risk
user_1049bc3c,1.0,High Risk
user_1061d515,0.9255815427395955,High Risk
user_106439e4,1.0,High Risk
user_1065345c,1.0,High Risk
user_1065b19c,0.990773166996601,High Risk
user_106bca81,0.9862317049994406,High Risk
user_10744d3b,0.9861895526191133,High Risk
user_1079ac24,1.0,High Risk
user_108544bc,0.9878739327396866,High Risk
user_10879629,1.0,High Risk
user_1087ce09,0.87883602221358,High Risk
user_1091931d,0.9504317077308657,High Risk
user_10967e78,1.0,High Risk
user_10a8b2ed,1.0,High Risk
user_10ac7597,1.0,High Risk
user_10b08ab3,1.0,High Risk
user_10bc95f4,1.0,High Risk
user_10c688da,1.0,High Risk
user_10c9f959,1.0,High Risk
user_10cc1e55,1.0,High Risk
user_10ce620d,1.0,High Risk
user_10e19059,1.0,High Risk
user_10ecda2b,1.0,High Risk
user_10ed5191,0.9864164881428488,High Risk
user_10ee6d9d,1.0,High Risk
user_1101a9aa,1.0,High Risk
user_110cfd9d,1.0,High Risk
user_111b8c1d,1.0,High Risk
user_112b669e,0.9988824321114717,High Risk
user_112fa0c4,1.0,High Risk
user_1131488e,1.0,High Risk
user_11445721,0.9715965974838621,High Risk
user_114e645c,1.0,High Risk
user_115e720f,0.12180273543999469,Low Risk
user_11649909,1.0,High Risk
user_116ced24,0.964566525031199,High Risk
user_1175fae3,1.0,High Risk
user_11778243,1.0,High Risk
user_117d31ca,1.0,High Risk
user_118945c7,1.0,High Risk
user_118ee090,1.0,High Risk
user_119ca60d,1.0,High Risk
user_11a76483,0.9982959922742637,High Risk
user_11a9903d,1.0,High Risk
user_11b196bb,0.9075753610792959,High Risk
user_11b7ed9b,1.0,High Risk
user_11bbca24,0.0655784527796326,Low Risk
user_11c1e38d,1.0,High Risk
user_11c6d340,1.0,High Risk
user_11cc11e6,1.0,High Risk
user_11cfef25,1.0,High Risk
user_11d02b72,1.0,High Risk
user_11dab616,1.0,High Risk
user_11db0fdc,1.0,High Risk
user_11dcd949,1.0,High Risk
user_11ed2c9e,1.0,High Risk
user_11f4110b,1.0,High Risk
user_1201c28b,1.0,High Risk
user_12053d40,0.9685736055447007,High Risk
user_12148ae0,1.0,High Risk
user_1216fe29,1.0,High Risk
user_121f089b,1.0,High Risk
user_121fe6ce,0.9295602076481922,High Risk
user_12215618,1.0,High Risk
user_1223e529,1.0,High Risk
user_123acf49,0.9853322263600944,High Risk
user_1240620d,1.0,High Risk
user_12422d24,1.0,High Risk
user_12482152,1.0,High Risk
user_1257ca4d,0.9606968900368319,High Risk
user_125ebaf7,1.0,High Risk
user_1265db69,1.0,High Risk
user_126bc265,1.0,High Risk
user_126e130a,1.0,High Risk
user_1272a684,1.0,High Risk
user_127574d5,1.0,High Risk
user_127a3e58,1.0,High Risk
user_1287556e,0.2557615306137888,Low Risk
user_1290be28,1.0,High Risk
user_12959f84,1.0,High Risk
user_129ead04,0.9874263866421593,High Risk
user_12a459c7,1.0,High Risk
user_12b29d25,0.9222968319007943,High Risk
user_12b94b7b,1.0,High Risk
user_12bc23bd,1.0,High Risk
user_12c2acfc,1.0,High Risk
user_12c73c2f,1.0,High Risk
user_12ce86d5,1.0,High Risk
user_12d1b5b9,0.9041760605421871,High Risk
user_12ebc93a,1.0,High Risk
user_12f2c655,1.0,High Risk
user_12f71f81,0.9955192991366175,High Risk
user_12fb6798,1.0,High Risk
user_12ffac58,1.0,High Risk
user_130d5710,1.0,High Risk
user_131c7cac,1.0,High Risk
user_131c8010,1.0,High Risk
user_131e7622,1.0,High Risk
user_131f2619,1.0,High Risk
user_13295d92,1.0,High Risk
user_132966bf,1.0,High Risk
user_1336334c,0.9890405977990531,High Risk
user_133ce6b1,0.9801607304092402,High Risk
user_13452afa,0.99,High Risk
user_135176c1,1.0,High Risk
user_13586bd0,0.977318000648637,High Risk
user_13629707,1.0,High Risk
user_13667a5a,0.9868272554739458,High Risk
user_1366bd1c,1.0,High Risk
user_1366c2a5,1.0,High Risk
user_13710741,0.9957430639324487,High Risk
user_1372e152,1.0,High Risk
user_138180ea,1.0,High Risk
user_1381880a,1.0,High Risk
user_1385495e,1.0,High Risk
user_139bef06,0.9949929057888762,High Risk
user_13a10b0a,1.0,High Risk
user_13a411a4,0.9459238090434497,High Risk
user_13b695ae,1.0,High Risk
user_13b80e5f,1.0,High Risk
user_13bbeb2a,1.0,High Risk
user_13becab8,1.0,High Risk
user_13c1130c,1.0,High Risk
user_13c38140,1.0,High Risk
user_13c9b44e,1.0,High Risk
user_13cb9380,1.0,High Risk
user_13d27e82,1.0,High Risk
user_13d907a3,0.9887506367786638,High Risk
user_13decc5a,0.10823339323203646,Low Risk
user_13e24553,1.0,High Risk
user_13e67976,1.0,High Risk
user_13e8a027,1.0,High Risk
user_13eac80c,0.9877705064411677,High Risk
user_13ec4ad3,1.0,High Risk
user_13ffaba5,1.0,High Risk
user_140015cb,0.9814084845928126,High Risk
user_140071ef,1.0,High Risk
user_14110f27,1.0,High Risk
user_1419763c,1.0,High Risk
user_141f0476,1.0,High Risk
user_1424a215,1.0,High Risk
user_143678c9,0.9363232028578277,High Risk
user_1443719b,1.0,High Risk
user_145bff71,1.0,High Risk
user_145c93f0,0.914574939362192,High Risk
user_145f18da,1.0,High Risk
user_14688225,1.0,High Risk
user_14aab72e,1.0,High Risk
user_14af0b2b,1.0,High Risk
user_14b2a182,1.0,High Risk
user_14b401d2,1.0,High Risk
user_14b730d6,0.9852301044898393,High Risk
user_14c44d48,1.0,High Risk
user_14e05671,1.0,High Risk
user_14e0e9d5,0.9836411936018463,High Risk
user_14e9edea,1.0,High Risk
user_14fa52e6,0.8332370401555507,High Risk
user_1502c145,0.9988824321114717,High Risk
user_150a5e90,0.0866343478265912,Low Risk
user_1513d35c,1.0,High Risk
user_151c6be5,0.8991858875501137,High Risk
user_15297998,1.0,High Risk
user_1533d44a,1.0,High Risk
user_153abc09,1.0,High Risk
user_1557ce10,1.0,High Risk
user_1567227c,1.0,High Risk
user_156baaa8,1.0,High Risk
user_15708a39,0.9805603148104534,High Risk
user_1577c76b,1.0,High Risk
user_1579c06c,0.994028259582029,High Risk
user_157b7bc6,1.0,High Risk
user_157bf3ee,1.0,High Risk
user_157c0180,1.0,High Risk
user_157e5313,1.0,High Risk
user_158c4db2,1.0,High Risk
user_159934fa,0.9477882177641196,High Risk
user_159f3b8c,1.0,High Risk
user_15a474ae,1.0,High Risk
user_15ab999a,1.0,High Risk
